GEOID,NAME,metro_state,POP,DENSITY
0102908,"Ashville city, Alabama","Ashville, AL",2365,123.0900491
0154582,NA,"NA, AL",NA,NA
0176208,NA,"NA, AL",NA,NA
0109457,NA,"NA, AL",NA,NA
0123224,NA,"NA, AL",NA,NA
0128120,NA,"NA, AL",NA,NA
0182176,NA,"NA, AL",NA,NA
0182104,NA,"NA, AL",NA,NA
0173152,NA,"NA, AL",NA,NA
0157384,NA,"NA, AL",NA,NA
0151469,NA,"NA, AL",NA,NA
0146600,NA,"NA, AL",NA,NA
0138032,NA,"NA, AL",NA,NA
0173056,NA,"NA, AL",NA,NA
0131000,NA,"NA, AL",NA,NA
0169672,NA,"NA, AL",NA,NA
0123880,NA,"NA, AL",NA,NA
0178312,NA,"NA, AL",NA,NA
0113672,"Centreville city, Alabama","Centreville, AL",2609,276.04789464
0180928,"West Blocton town, Alabama","West Blocton, AL",1252,260.92793694
0135800,"Homewood city, Alabama","Homewood, AL",25377,3042.3586968
0111488,NA,"NA, AL",NA,NA
0112112,NA,"NA, AL",NA,NA
0120152,NA,"NA, AL",NA,NA
0179032,NA,"NA, AL",NA,NA
0167584,NA,"NA, AL",NA,NA
0165784,NA,"NA, AL",NA,NA
0145316,NA,"NA, AL",NA,NA
0103004,"Atmore city, Alabama","Atmore, AL",9107,416.56439415
0127088,NA,"NA, AL",NA,NA
0131348,NA,"NA, AL",NA,NA
0143720,"Livingston city, Alabama","Livingston, AL",3260,457.24254833
0131024,NA,"NA, AL",NA,NA
0148400,"Midland City town, Alabama","Midland City, AL",2358,389.43763158
0113648,"Centre city, Alabama","Centre, AL",3542,314.99840113
0126824,"Flomaton town, Alabama","Flomaton, AL",1393,273.90095876
0165592,NA,"NA, AL",NA,NA
0143648,"Littleville town, Alabama","Littleville, AL",992,199.51460622
0139784,"Killen town, Alabama","Killen, AL",955,471.71301972
0159592,"Pickensville town, Alabama","Pickensville, AL",578,74.807130412
0133808,NA,"NA, AL",NA,NA
0151096,"Moody city, Alabama","Moody, AL",13065,532.67253467
0117968,"County Line town, Alabama","County Line, AL",265,274.53664152
0119360,"Daleville city, Alabama","Daleville, AL",5102,360.73162223
0121136,"Dora city, Alabama","Dora, AL",1905,253.66413016
0130640,"Goodwater town, Alabama","Goodwater, AL",1315,202.48892886
0169120,"Selma city, Alabama","Selma, AL",17231,1247.7901165
0179728,"Walnut Grove town, Alabama","Walnut Grove, AL",700,139.24652763
0101660,"Altoona town, Alabama","Altoona, AL",913,211.25534627
0168016,"Sanford town, Alabama","Sanford, AL",254,60.803808144
0167056,"Russellville city, Alabama","Russellville, AL",9737,725.23182235
0135200,"Hodges town, Alabama","Hodges, AL",283,68.566420736
0104684,"Bayou La Batre city, Alabama","Bayou La Batre, AL",2479,329.67000971
0143816,"Lockhart town, Alabama","Lockhart, AL",504,463.18022086
0159232,NA,"NA, AL",NA,NA
0109500,NA,"NA, AL",NA,NA
0102116,"Arab city, Alabama","Arab, AL",8383,629.11375281
0167920,"Sand Rock town, Alabama","Sand Rock, AL",569,137.28439001
0147740,NA,"NA, AL",NA,NA
0154432,"New Site town, Alabama","New Site, AL",760,77.035296724
0166216,"Rogersville town, Alabama","Rogersville, AL",1251,412.46656272
0139520,"Kennedy town, Alabama","Kennedy, AL",421,137.17537215
0131912,"Greenville city, Alabama","Greenville, AL",7395,346.29823399000003
0181528,"West Point town, Alabama","West Point, AL",609,178.56704319
0144608,"Loxley town, Alabama","Loxley, AL",3049,95.707366854
0170416,"Silas town, Alabama","Silas, AL",430,82.586269571
0155200,"Northport city, Alabama","Northport, AL",26115,1546.0490738
0132584,NA,"NA, AL",NA,NA
0172600,"Springville city, Alabama","Springville, AL",4304,483.85585826
0119336,"Dadeville city, Alabama","Dadeville, AL",3053,191.51687311
0137465,"Indian Springs Village city, Alabama","Indian Springs Village, AL",2559,660.87309468
0141368,"Langston town, Alabama","Langston, AL",262,53.197535395
0120272,NA,"NA, AL",NA,NA
0124880,"Excel town, Alabama","Excel, AL",632,383.82860916
0142928,NA,"NA, AL",NA,NA
0172816,NA,"NA, AL",NA,NA
0173272,NA,"NA, AL",NA,NA
0159064,NA,"NA, AL",NA,NA
0108272,NA,"NA, AL",NA,NA
0175096,"Taylor town, Alabama","Taylor, AL",2428,335.73188477
0109208,"Brewton city, Alabama","Brewton, AL",5210,464.38645651
0101756,"Anderson town, Alabama","Anderson, AL",267,206.59760111
0152344,NA,"NA, AL",NA,NA
0148112,NA,"NA, AL",NA,NA
0115472,"Cleveland town, Alabama","Cleveland, AL",1306,166.80587166
0100100,NA,"NA, AL",NA,NA
0177580,NA,"NA, AL",NA,NA
0176680,"Trafford town, Alabama","Trafford, AL",617,252.99294432
0118856,"Crossville town, Alabama","Crossville, AL",1857,221.87923959
0130736,"Gordo town, Alabama","Gordo, AL",1614,496.18259703
0128024,"Franklin town, Alabama","Franklin, AL",512,33.922207
0127616,"Fort Payne city, Alabama","Fort Payne, AL",14074,250.47868753
0153232,NA,"NA, AL",NA,NA
0102428,"Ariton town, Alabama","Ariton, AL",739,145.19269707
0154312,NA,"NA, AL",NA,NA
0159088,"Perdido Beach town, Alabama","Perdido Beach, AL",649,547.85368425
0127640,NA,"NA, AL",NA,NA
0121280,"Double Springs town, Alabama","Double Springs, AL",1062,207.51272421
0102860,"Ashland town, Alabama","Ashland, AL",1895,258.50395931
0144344,"Louisville town, Alabama","Louisville, AL",462,168.09440235
0126152,NA,"NA, AL",NA,NA
0168352,"Satsuma city, Alabama","Satsuma, AL",6190,843.98969799
0117176,"Coosada town, Alabama","Coosada, AL",1298,188.27720946
0164040,NA,"NA, AL",NA,NA
0175960,"Thomasville city, Alabama","Thomasville, AL",3836,439.36963244
0105140,NA,"NA, AL",NA,NA
0135560,"Holly Pond town, Alabama","Holly Pond, AL",826,186.17079209
0171832,"Southside city, Alabama","Southside, AL",8905,469.3686755
0140648,NA,"NA, AL",NA,NA
0133856,"Headland city, Alabama","Headland, AL",4712,155.35409082
0119024,NA,"NA, AL",NA,NA
0110456,NA,"NA, AL",NA,NA
0132248,NA,"NA, AL",NA,NA
0146264,"Malvern town, Alabama","Malvern, AL",1463,104.34677127
0130760,"Gordon town, Alabama","Gordon, AL",325,111.28290248
0129944,"Glen Allen town, Alabama","Glen Allen, AL",480,73.545439632
0109016,"Brantley town, Alabama","Brantley, AL",768,247.1721593
0112544,NA,"NA, AL",NA,NA
0135536,NA,"NA, AL",NA,NA
0167536,"St. Florian town, Alabama","St. Florian, AL",670,177.07633604
0111416,"Calera city, Alabama","Calera, AL",14717,608.95021745
0144160,NA,"NA, AL",NA,NA
0176320,NA,"NA, AL",NA,NA
0163912,NA,"NA, AL",NA,NA
0148616,NA,"NA, AL",NA,NA
0135704,NA,"NA, AL",NA,NA
0137864,"Irondale city, Alabama","Irondale, AL",12893,744.61451636
0178552,"Vestavia Hills city, Alabama","Vestavia Hills, AL",34413,1732.0698099
0112016,"Carbon Hill city, Alabama","Carbon Hill, AL",1892,343.98700836
0177352,"Twin town, Alabama","Twin, AL",392,115.97335643
0176920,"Troy city, Alabama","Troy, AL",18957,668.98839785
0101180,NA,"NA, AL",NA,NA
0116000,"Coaling town, Alabama","Coaling, AL",1663,331.74851673
0133976,"Heflin city, Alabama","Heflin, AL",3409,211.90974451
0123032,NA,"NA, AL",NA,NA
0177280,"Tuscumbia city, Alabama","Tuscumbia, AL",8461,917.54737125
0163576,"Red Bay city, Alabama","Red Bay, AL",3085,316.35896725
0148832,"Millry town, Alabama","Millry, AL",497,66.355893125
0136592,NA,"NA, AL",NA,NA
0109136,"Brent city, Alabama","Brent, AL",4747,540.67601453
0141296,"Lanett city, Alabama","Lanett, AL",6151,985.37636335
0127376,"Forkland town, Alabama","Forkland, AL",588,168.28923977
0154480,"Newton town, Alabama","Newton, AL",1456,102.18480783
0103820,NA,"NA, AL",NA,NA
0163495,NA,"NA, AL",NA,NA
0114728,NA,"NA, AL",NA,NA
0121890,NA,"NA, AL",NA,NA
0177880,"Union Springs city, Alabama","Union Springs, AL",3410,514.5078187
0115136,"Clanton city, Alabama","Clanton, AL",8794,384.94237036
0109880,NA,"NA, AL",NA,NA
0168280,"Sardis City town, Alabama","Sardis City, AL",1775,225.70991861
0137000,"Huntsville city, Alabama","Huntsville, AL",200574,935.6752878
0139856,"Kimberly city, Alabama","Kimberly, AL",3593,600.41764734
0177304,"Tuskegee city, Alabama","Tuskegee, AL",8142,505.35590662
0268340,"Seldovia city, Alaska","Seldovia, AK",275,710.84065718
0242380,"Kwethluk city, Alaska","Kwethluk, AK",762,75.293568794
0212680,"Chefornak city, Alaska","Chefornak, AK",471,89.956141339
0200870,"Akiak city, Alaska","Akiak, AK",394,208.68316928
0201420,"Aleknagik city, Alaska","Aleknagik, AK",220,8.2870234487
0256320,"Nuiqsut city, Alaska","Nuiqsut, AK",425,47.815969674
0284070,"White Mountain city, Alaska","White Mountain, AK",201,110.14740512
0222910,"Emmonak city, Alaska","Emmonak, AK",819,164.91625261
0254150,"Nikolai city, Alaska","Nikolai, AK",86,19.594215413
0236990,"Kaktovik city, Alaska","Kaktovik, AK",254,328.04063402
0280770,"Unalaska city, Alaska","Unalaska, AK",4432,42.947472029
0229290,"Goodnews Bay city, Alaska","Goodnews Bay, AK",277,83.093256261
0268670,"Shageluk city, Alaska","Shageluk, AK",78,7.6348864149
0232810,NA,"NA, AK",NA,NA
0260860,NA,"NA, AK",NA,NA
0212350,NA,"NA, AK",NA,NA
0272985,NA,"NA, AK",NA,NA
0239630,NA,"NA, AK",NA,NA
0225880,NA,"NA, AK",NA,NA
0285280,NA,"NA, AK",NA,NA
0220380,"Eagle city, Alaska","Eagle, AK",83,94.163023638
0256600,"Nunam Iqua city, Alaska","Nunam Iqua, AK",207,17.892181461
0267680,"Scammon Bay city, Alaska","Scammon Bay, AK",534,1140.6034919
0253270,"Newhalen city, Alaska","Newhalen, AK",187,30.99762907
0259650,"Pelican city, Alaska","Pelican, AK",87,158.55696938
0220970,"Edna Bay city, Alaska","Edna Bay, AK",41,1.9389590088
0251960,NA,"NA, AK",NA,NA
0212970,NA,"NA, AK",NA,NA
0205000,NA,"NA, AK",NA,NA
0279120,NA,"NA, AK",NA,NA
0228740,NA,"NA, AK",NA,NA
0214000,NA,"NA, AK",NA,NA
0254480,NA,"NA, AK",NA,NA
0266510,NA,"NA, AK",NA,NA
0280100,NA,"NA, AK",NA,NA
0240645,NA,"NA, AK",NA,NA
0261788,NA,"NA, AK",NA,NA
0270870,NA,"NA, AK",NA,NA
0274340,NA,"NA, AK",NA,NA
0211690,NA,"NA, AK",NA,NA
0214880,NA,"NA, AK",NA,NA
0244580,NA,"NA, AK",NA,NA
0249530,NA,"NA, AK",NA,NA
0264820,NA,"NA, AK",NA,NA
0264600,"Quinhagak city, Alaska","Quinhagak, AK",706,172.18388187
0286490,NA,"NA, AK",NA,NA
0232310,NA,"NA, AK",NA,NA
0278790,NA,"NA, AK",NA,NA
0232150,NA,"NA, AK",NA,NA
0281320,"Upper Kalskag city, Alaska","Upper Kalskag, AK",235,66.100405531
0254260,NA,"NA, AK",NA,NA
0239740,NA,"NA, AK",NA,NA
0252940,NA,"NA, AK",NA,NA
0218805,NA,"NA, AK",NA,NA
0214110,NA,"NA, AK",NA,NA
0238910,NA,"NA, AK",NA,NA
0248200,NA,"NA, AK",NA,NA
0248540,NA,"NA, AK",NA,NA
0259320,NA,"NA, AK",NA,NA
0270930,NA,"NA, AK",NA,NA
0218675,NA,"NA, AK",NA,NA
0219750,NA,"NA, AK",NA,NA
0277800,NA,"NA, AK",NA,NA
0270100,"Shungnak city, Alaska","Shungnak, AK",264,32.788857453
0266470,"St. Paul city, Alaska","St. Paul, AK",481,11.285654298
0203550,"Aniak city, Alaska","Aniak, AK",549,88.753550352
0245460,"Lower Kalskag city, Alaska","Lower Kalskag, AK",314,252.36113944
0281920,"Utqiagvik city, Alaska","Utqiagvik, AK",4467,237.98274467
0284120,NA,"NA, AK",NA,NA
0252720,"Napaskiak city, Alaska","Napaskiak, AK",410,141.27700959
0221810,"Ekwok city, Alaska","Ekwok, AK",131,7.8234233028
0282200,"Valdez city, Alaska","Valdez, AK",3855,18.124983569
0268890,"Shaktoolik city, Alaska","Shaktoolik, AK",259,242.59366124
0282860,"Wales city, Alaska","Wales, AK",151,65.552281325
0255140,"Noorvik city, Alaska","Noorvik, AK",675,805.23695471
0233030,"Holy Cross city, Alaska","Holy Cross, AK",164,5.6879194878
0237430,"Kaltag city, Alaska","Kaltag, AK",173,7.9946922577
0242050,"Koyukuk city, Alaska","Koyukuk, AK",92,16.035171483
0275160,"Tanana city, Alaska","Tanana, AK",249,23.33590929
0270540,"Sitka city and borough, Alaska","Sitka, AK",8493,2.9592176606
0228590,NA,"NA, AK",NA,NA
0223720,NA,"NA, AK",NA,NA
0260460,NA,"NA, AK",NA,NA
0274350,NA,"NA, AK",NA,NA
0226835,NA,"NA, AK",NA,NA
0256680,"Nunapitchuk city, Alaska","Nunapitchuk, AK",530,75.818307409
0203000,"Anchorage municipality, Alaska","Anchorage, AK",288000,168.73682383
0239300,"Kiana city, Alaska","Kiana, AK",338,1797.166433
0219720,NA,"NA, AK",NA,NA
0203110,NA,"NA, AK",NA,NA
0206630,"Bettles city, Alaska","Bettles, AK",12,7.8975509093
0236400,"Juneau city and borough, Alaska","Juneau, AK",31974,11.824810464
0206520,"Bethel city, Alaska","Bethel, AK",6586,147.97598452
0260750,"Pilot Station city, Alaska","Pilot Station, AK",625,389.17177851
0264380,NA,"NA, AK",NA,NA
0230060,"Grayling city, Alaska","Grayling, AK",198,17.63315563
0240840,"Kobuk city, Alaska","Kobuk, AK",153,9.8664089459
0214330,"Chuathbaluk city, Alaska","Chuathbaluk, AK",126,28.190713296
0234460,"Hydaburg city, Alaska","Hydaburg, AK",379,1299.126181
0271640,"Soldotna city, Alaska","Soldotna, AK",4719,678.53678681
0277140,"Thorne Bay city, Alaska","Thorne Bay, AK",467,17.508602037
0238420,"Kenai city, Alaska","Kenai, AK",7807,267.91292215
0218620,"Delta Junction city, Alaska","Delta Junction, AK",928,66.876128477
0237650,"Kasaan city, Alaska","Kasaan, AK",48,7.9167131428
0227530,"Galena city, Alaska","Galena, AK",450,25.49143638
0224230,"Fairbanks city, Alaska","Fairbanks, AK",30917,973.35024358
0230940,"Gustavus city, Alaska","Gustavus, AK",447,12.294556523
0236540,"Kachemak city, Alaska","Kachemak, AK",490,295.93630076
0240400,"Klawock city, Alaska","Klawock, AK",787,1155.943015
0276260,"Tenakee Springs city, Alaska","Tenakee Springs, AK",135,10.267024326
0260640,"Pilot Point city, Alaska","Pilot Point, AK",65,2.6476647701
0216530,"Cold Bay city, Alaska","Cold Bay, AK",125,2.3401869359
0265800,"St. George city, Alaska","St. George, AK",101,2.9039104362
0213230,"Chevak city, Alaska","Chevak, AK",1077,941.86501773
0201970,"Ambler city, Alaska","Ambler, AK",262,25.489894505
0253050,"Nenana city, Alaska","Nenana, AK",357,59.968656839
0263610,"Port Lions city, Alaska","Port Lions, AK",184,36.900809489
0258660,"Palmer city, Alaska","Palmer, AK",7456,1470.121762
0241830,"Kotzebue city, Alaska","Kotzebue, AK",3246,131.11276765
0246780,NA,"NA, AK",NA,NA
0223900,NA,"NA, AK",NA,NA
0204430,NA,"NA, AK",NA,NA
0285610,NA,"NA, AK",NA,NA
0237250,NA,"NA, AK",NA,NA
0233580,NA,"NA, AK",NA,NA
0263170,NA,"NA, AK",NA,NA
0273950,NA,"NA, AK",NA,NA
0251455,NA,"NA, AK",NA,NA
0268370,NA,"NA, AK",NA,NA
0273290,NA,"NA, AK",NA,NA
0207070,NA,"NA, AK",NA,NA
0209657,NA,"NA, AK",NA,NA
0223460,NA,"NA, AK",NA,NA
0275480,NA,"NA, AK",NA,NA
0234790,NA,"NA, AK",NA,NA
0248870,NA,"NA, AK",NA,NA
0231270,NA,"NA, AK",NA,NA
0218510,"Deering city, Alaska","Deering, AK",123,24.520490757
0278680,NA,"NA, AK",NA,NA
0222140,NA,"NA, AK",NA,NA
0266550,NA,"NA, AK",NA,NA
0242490,NA,"NA, AK",NA,NA
0241940,"Koyuk city, Alaska","Koyuk, AK",367,71.936259757
0229130,NA,"NA, AK",NA,NA
0252915,NA,"NA, AK",NA,NA
0220020,NA,"NA, AK",NA,NA
0207620,NA,"NA, AK",NA,NA
0261120,NA,"NA, AK",NA,NA
0217300,NA,"NA, AK",NA,NA
0238090,NA,"NA, AK",NA,NA
0213780,NA,"NA, AK",NA,NA
0223790,NA,"NA, AK",NA,NA
0242820,NA,"NA, AK",NA,NA
0224980,NA,"NA, AK",NA,NA
0231710,NA,"NA, AK",NA,NA
0263280,NA,"NA, AK",NA,NA
0259540,NA,"NA, AK",NA,NA
0226870,NA,"NA, AK",NA,NA
0252845,NA,"NA, AK",NA,NA
0262285,NA,"NA, AK",NA,NA
0202080,"Anaktuvuk Pass city, Alaska","Anaktuvuk Pass, AK",343,66.259538525
0204500,"Atqasuk city, Alaska","Atqasuk, AK",248,6.3395318454
0282750,"Wainwright city, Alaska","Wainwright, AK",587,56.914800769
0203440,"Angoon city, Alaska","Angoon, AK",459,18.003473137
0268560,"Seward city, Alaska","Seward, AK",2796,200.28602044
0267570,"Saxman city, Alaska","Saxman, AK",385,399.22527957
0200650,"Akhiok city, Alaska","Akhiok, AK",68,9.1887592342
0243040,"Larsen Bay city, Alaska","Larsen Bay, AK",83,20.581272516
0257340,"Old Harbor city, Alaska","Old Harbor, AK",215,13.281233893
0258550,"Ouzinkie city, Alaska","Ouzinkie, AK",153,27.639464542
0213550,"Chignik city, Alaska","Chignik, AK",89,8.1302337498
0255030,"Nondalton city, Alaska","Nondalton, AK",133,19.739012227
0263390,"Port Heiden city, Alaska","Port Heiden, AK",109,2.3308071811
0283080,"Wasilla city, Alaska","Wasilla, AK",10838,874.32791817
0262510,"Port Alexander city, Alaska","Port Alexander, AK",52,14.856005503
0200065,"Adak city, Alaska","Adak, AK",326,9.9171357069
0201200,"Alakanuk city, Alaska","Alakanuk, AK",774,24.037905977
0251180,"Mountain Village city, Alaska","Mountain Village, AK",877,208.23715803
0266140,"St. Mary's city, Alaska","St. Mary's, AK",568,12.734106204
0255910,"North Pole city, Alaska","North Pole, AK",2094,512.60162337
0219060,"Diomede city, Alaska","Diomede, AK",119,48.938922208
0222250,"Elim city, Alaska","Elim, AK",341,128.23694302
0203220,"Anderson city, Alaska","Anderson, AK",340,8.0567466211
0253710,"New Stuyahok city, Alaska","New Stuyahok, AK",509,15.074648816
0277690,"Togiak city, Alaska","Togiak, AK",841,20.018592483
0227640,"Gambell city, Alaska","Gambell, AK",700,66.63431353
0254920,"Nome city, Alaska","Nome, AK",3870,302.35934048
0266360,"St. Michael city, Alaska","St. Michael, AK",414,19.036740853
0269770,"Shishmaref city, Alaska","Shishmaref, AK",613,262.07071338
0204210,"Atka city, Alaska","Atka, AK",81,9.5648869499
0272960,"Stebbins city, Alaska","Stebbins, AK",575,17.634642198
0275930,"Teller city, Alaska","Teller, AK",237,158.79894428
0209600,"Buckland city, Alaska","Buckland, AK",422,495.50451314
0239960,"Kivalina city, Alaska","Kivalina, AK",379,232.31181203
0268230,"Selawik city, Alaska","Selawik, AK",840,360.58953579
0216360,"Coffman Cove city, Alaska","Coffman Cove, AK",176,16.19258006
0217740,"Craig city, Alaska","Craig, AK",1262,188.70220467
0221040,"Eek city, Alaska","Eek, AK",315,486.32705579
0201090,"Akutan city, Alaska","Akutan, AK",1041,15.778744528
0267020,"Sand Point city, Alaska","Sand Point, AK",1064,133.38892192
0247990,"Mekoryuk city, Alaska","Mekoryuk, AK",205,29.00900898
0252390,"Napakiak city, Alaska","Napakiak, AK",370,183.95546196
0261080,"Platinum city, Alaska","Platinum, AK",67,1.4175541677
0278240,"Toksook Bay city, Alaska","Toksook Bay, AK",673,23.442978205
0201860,"Allakaket city, Alaska","Allakaket, AK",161,10.939435506
0203880,"Anvik city, Alaska","Anvik, AK",82,8.6402174491
0226760,"Fort Yukon city, Alaska","Fort Yukon, AK",534,79.183856875
0233910,"Hughes city, Alaska","Hughes, AK",83,27.308994504
0234350,"Huslia city, Alaska","Huslia, AK",258,16.344410529
0256350,"Nulato city, Alaska","Nulato, AK",243,5.9136624954
0265590,"Ruby city, Alaska","Ruby, AK",154,21.921847586
0272230,NA,"NA, AK",NA,NA
0248590,NA,"NA, AK",NA,NA
0261825,NA,"NA, AK",NA,NA
0246890,"Manokotak city, Alaska","Manokotak, AK",440,6.0159293002
0212920,NA,"NA, AK",NA,NA
0245020,NA,"NA, AK",NA,NA
0203990,NA,"NA, AK",NA,NA
0205750,NA,"NA, AK",NA,NA
0211800,NA,"NA, AK",NA,NA
0282420,NA,"NA, AK",NA,NA
0216630,NA,"NA, AK",NA,NA
0274610,NA,"NA, AK",NA,NA
0201390,NA,"NA, AK",NA,NA
0226100,NA,"NA, AK",NA,NA
0233470,"Hooper Bay city, Alaska","Hooper Bay, AK",1227,163.65735827
0261630,"Point Hope city, Alaska","Point Hope, AK",715,142.97939762
0213450,NA,"NA, AK",NA,NA
0256220,NA,"NA, AK",NA,NA
0256250,NA,"NA, AK",NA,NA
0256260,NA,"NA, AK",NA,NA
0254700,NA,"NA, AK",NA,NA
0264980,NA,"NA, AK",NA,NA
0234570,NA,"NA, AK",NA,NA
0261190,NA,"NA, AK",NA,NA
0237975,NA,"NA, AK",NA,NA
0258330,NA,"NA, AK",NA,NA
0243260,NA,"NA, AK",NA,NA
0247735,NA,"NA, AK",NA,NA
0225220,NA,"NA, AK",NA,NA
0279780,NA,"NA, AK",NA,NA
0260310,NA,"NA, AK",NA,NA
0227420,NA,"NA, AK",NA,NA
