GEOID,metro_state,POP
0209710,"Butte, AK",NA
0213340,"Chickaloon, AK",NA
0206245,"Beluga, AK",NA
0215320,"Clam Gulch, AK",NA
0229180,"Golovin, AK",161
0217960,"Crown Point, AK",NA
0227145,"Funny River, AK",NA
0245295,"Lowell Point, AK",NA
0200760,"Akiachak, AK",NA
0252210,"Nanwalek, AK",NA
0265345,"Ridgeway, AK",NA
0274525,"Sutton-Alpine, AK",NA
0218925,"Diamond Ridge, AK",NA
0227090,"Fritz Creek, AK",NA
0274830,"Talkeetna, AK",NA
0275077,"Tanaina, AK",NA
0217850,"Crooked Creek, AK",NA
0240670,"Knik River, AK",NA
0242805,"Lake Louise, AK",NA
0242832,"Lakes, AK",NA
0273070,"Sterling, AK",NA
0279890,"Tyonek, AK",NA
0213860,"Chiniak, AK",NA
0224660,"False Pass, AK",43
0241210,"Kodiak Station, AK",NA
0285680,"Womens Bay, AK",NA
0221370,"Eielson AFB, AK",NA
0279830,"Two Rivers, AK",NA
0208740,"Brevig Mission, AK",401
0250080,"Moose Creek, AK",NA
0238970,"Ketchikan, AK",8284
0233800,"Houston, AK",2412
0204670,"Attu Station, AK",NA
0276590,"Tetlin, AK",NA
0218950,"Dillingham, AK",2360
0286380,"Wrangell, AK",2502
0227700,"Game Creek, AK",NA
0270760,"Skagway, AK",NA
0253930,"Nightmute, AK",317
0250800,"Mosquito Lake, AK",NA
0261700,"Point Lay, AK",NA
0233360,"Hoonah, AK",791
0240950,"Kodiak, AK",5813
0216750,"College, AK",NA
0263870,"Port Protection, AK",NA
0220600,"Eagle Village, AK",NA
0228200,"Gateway, AK",NA
0284200,"Whitestone Logging Camp, AK",NA
0262125,"Pope-Vannoy Landing, AK",NA
0210150,"Cantwell, AK",NA
0264930,"Red Devil, AK",NA
0278297,"Tolsona, AK",NA
0265700,"Russian Mission, AK",343
0275050,"Tanacross, AK",NA
0264240,"Primrose, AK",NA
0225000,"Farm Loop, AK",NA
0232550,"Hobart Bay, AK",NA
0206850,"Big Delta, AK",NA
0225550,"Fishhook, AK",NA
0280660,"Unalakleet, AK",695
0247000,"Marshall, AK",461
0267460,"Savoonga, AK",705
0260200,"Perryville, AK",NA
0246010,"McGrath, AK",316
0226910,"Fox River, AK",NA
0213890,"Chisana, AK",NA
0201560,"Aleneva, AK",NA
0231765,"Harding-Birch Lakes, AK",NA
0230500,"Gulkana, AK",NA
0275380,"Tatitlek, AK",NA
0239410,"King Cove, AK",1000
0215430,"Clark's Point, AK",62
0240510,"Klukwan, AK",NA
0201305,"Alatna, AK",NA
0236770,"Kake, AK",544
0242160,"Kupreanof, AK",26
0284510,"Whittier, AK",205
0241720,"Kotlik, AK",638
0233140,"Homer, AK",5922
0221150,"Egegik, AK",106
0244030,"Lime Village, AK",NA
0262620,"Port Alsworth, AK",NA
0284000,"Whale Pass, AK",30
0250190,"Moose Pass, AK",NA
0270320,"Silver Springs, AK",NA
0254050,"Nikiski, AK",NA
0237540,"Karluk, AK",NA
0253820,"Newtok, AK",NA
0235890,"Ivanof Bay, AK",NA
0245700,"Lutak, AK",NA
0241500,"Koliganek, AK",NA
0217410,"Cordova, AK",2169
0254085,"Nikolaevsk, AK",NA
0216420,"Cohoe, AK",NA
0217190,"Cooper Landing, AK",NA
0241610,"Kongiganak, AK",NA
0466820,"Sierra Vista, AZ",43045
0437200,"Kearny, AZ",2168
0457450,"Prescott Valley, AZ",46515
0410530,"Casa Grande, AZ",58632
0412000,"Chandler, AZ",261165
0462350,"St. Johns, AZ",3512
0428380,"Goodyear, AZ",86840
0465350,"Sedona, AZ",10339
0469480,"Star Valley, AZ",2308
0474400,"Tombstone, AZ",1303
0454050,"Peoria, AZ",175961
0485540,"Yuma, AZ",98285
0425650,"Franklin, AZ",NA
0437935,"Kino Springs, AZ",NA
0407310,"Bouse, AZ",NA
0400730,"Aguila, AZ",NA
0468670,"South Komelik, AZ",NA
0474750,"Topock, AZ",NA
0470530,"Sun Lakes, AZ",NA
0419790,"Donovan Estates, AZ",NA
0482270,"Whispering Pines, AZ",NA
0474540,"Tonopah, AZ",NA
0446087,"Mesquite Creek, AZ",NA
0432020,"Hayden, AZ",631
0404720,"Avondale, AZ",87931
0430270,"Guadalupe, AZ",6631
0471510,"Surprise, AZ",141664
0457380,"Prescott, AZ",44299
0447400,"Mohave Valley, AZ",NA
0460250,"Rio Verde, AZ",NA
0420330,"Dragoon, AZ",NA
0471790,"Tacna, AZ",NA
0478680,"Vaiva Vo, AZ",NA
0469130,"Stanfield, AZ",NA
0451465,"Orange Grove Mobile Manor, AZ",NA
0436290,"Jerome, AZ",455
0414380,"Clifton, AZ",3708
0446000,"Mesa, AZ",518012
0458010,"Quartzsite, AZ",3763
0401920,"Alpine, AZ",NA
0415850,"Cornfields, AZ",NA
0450620,"Oatman, AZ",NA
0475310,"Toyei, AZ",NA
0482810,"Wide Ruins, AZ",NA
0438250,"Klagetoh, AZ",NA
0472630,"Tees Toh, AZ",NA
0478820,"Valentine, AZ",NA
0478865,"Valle Vista, AZ",NA
0468010,"Solomon, AZ",NA
0463820,"San Simon, AZ",NA
0405450,"Bear Flat, AZ",NA
0445275,"Mead Ranch, AZ",NA
0449100,"Nelson, AZ",NA
0461690,"Rye, AZ",NA
0438530,"Kohatk, AZ",NA
0412150,"Charco, AZ",NA
0415080,"Comobabi, AZ",NA
0473490,"Theba, AZ",NA
0420560,"Dripping Springs, AZ",NA
0411580,"Central, AZ",NA
0470175,"Summerhaven, AZ",NA
0408990,"Cactus Forest, AZ",NA
0440160,"La Paz Valley, AZ",NA
0420570,"Drysdale, AZ",NA
0458870,"Rancho Mesa Verde, AZ",NA
0422400,"El Prado Estates, AZ",NA
0482060,"Wet Camp Village, AZ",NA
0478300,"Upper Santan Village, AZ",NA
0418740,"Desert Hills, AZ",NA
0481490,"Wellton Hills, AZ",NA
0485470,"Yucca, AZ",NA
0427820,"Glendale, AZ",252381
0477000,"Tucson, AZ",548073
0400940,"Ak Chin, AZ",NA
0484000,"Wintersburg, AZ",NA
0443990,"Mammoth, AZ",1687
0417500,"Crystal Beach, AZ",NA
0446840,"Miracle Valley, AZ",NA
0442460,"Lower Santan Village, AZ",NA
0427260,"Gila Crossing, AZ",NA
0465780,"Seven Mile, AZ",NA
0403380,"Arivaca Junction, AZ",NA
0456470,"Pisinemo, AZ",NA
0422150,"Elgin, AZ",NA
0403915,"Arizona Village, AZ",NA
0447495,"Mojave Ranch Estates, AZ",NA
0457170,"Poston, AZ",NA
0450340,"Nutrioso, AZ",NA
0404020,"Arlington, AZ",NA
0401570,"Ali Chukson, AZ",NA
0465167,"Seba Dalkai, AZ",NA
0414030,"Clay Springs, AZ",NA
0418490,"Del Muerto, AZ",NA
0413820,"Citrus Park, AZ",NA
0422080,"Elfrida, AZ",NA
0480790,"Wall Lane, AZ",NA
0472280,"Tat Momoli, AZ",NA
0451800,"Padre Ranchitos, AZ",NA
0459900,"Rillito, AZ",NA
0483475,"Willow Canyon, AZ",NA
0423620,"Flagstaff, AZ",75038
0444270,"Marana, AZ",49030
0408020,"Buckshot, AZ",NA
0465000,"Scottsdale, AZ",258069
0482740,"Wickenburg, AZ",8092
0423760,"Florence, AZ",27422
0439370,"Lake Havasu City, AZ",55865
0414870,"Colorado City, AZ",4836
0412840,"Chino Valley, AZ",12375
0453700,"Payson, AZ",15813
0428030,"Globe, AZ",7347
0483090,"Willcox, AZ",3533
0458150,"Queen Creek, AZ",50890
0467800,"Snowflake, AZ",5995
0409690,"Camp Verde, AZ",11187
0468080,"Somerton, AZ",16554
0474190,"Tolleson, AZ",7372
0422220,"El Mirage, AZ",35753
0420960,"Eagar, AZ",4941
0422360,"Eloy, AZ",19625
0434120,"Huachuca City, AZ",1736
0446350,"Miami, AZ",1780
0483160,"Williams, AZ",3248
0462000,"Safford, AZ",9983
0453070,"Parker, AZ",3207
0455000,"Phoenix, AZ",1680992
0466470,"Show Low, AZ",11442
0410180,"Carefree, AZ",3927
0451810,"Page, AZ",7529
0425720,"Fredonia, AZ",1281
0463470,"San Luis, AZ",34778
0441330,"Litchfield Park, AZ",6436
0420050,"Douglas, AZ",16193
0406260,"Bisbee, AZ",5225
0472420,"Taylor, AZ",4321
0468850,"South Tucson, AZ",5715
0455700,"Pine, AZ",NA
0404880,"Avra Valley, AZ",NA
0458290,"Queen Valley, AZ",NA
0433945,"Hotevilla-Bacavi, AZ",NA
0474665,"Tonto Village, AZ",NA
0462700,"Salome, AZ",NA
0411720,"Central Heights-Midland City, AZ",NA
0406820,"Blackwater, AZ",NA
0436990,"Kayenta, AZ",NA
0484980,"Yarnell, AZ",NA
0401620,"Ali Molina, AZ",NA
0448310,"Naco, AZ",NA
0479590,"Ventana, AZ",NA
0448170,"Munds Park, AZ",NA
0471220,"Sunwest, AZ",NA
0411160,"Catalina, AZ",NA
0464310,"Santa Rosa, AZ",NA
0412560,"Chiawuli Tak, AZ",NA
0474120,"Tolani Lake, AZ",NA
0413190,"Chuichu, AZ",NA
0467920,"So-Hi, AZ",NA
0401990,"Amado, AZ",NA
0483388,"Williamson, AZ",NA
0415220,"Congress, AZ",NA
0456400,"Pirtleville, AZ",NA
0404710,"Avenue B and C, AZ",NA
0466190,"Shongopovi, AZ",NA
0419280,"Dilkon, AZ",NA
0453350,"Parks, AZ",NA
0463050,"Sanders, AZ",NA
0447330,"Moenkopi, AZ",NA
0461370,"Rough Rock, AZ",NA
0460880,"Rock Point, AZ",NA
0479830,"Verde Village, AZ",NA
0459690,"Red Rock, AZ",NA
0406610,"Black Canyon City, AZ",NA
0441085,"Linden, AZ",NA
0401090,"Ak-Chin Village, AZ",NA
0405140,"Bagdad, AZ",NA
0471230,"Supai, AZ",NA
0455880,"Pinetop Country Club, AZ",NA
0465490,"Sells, AZ",NA
0456120,"Pinon, AZ",NA
0481550,"Wenden, AZ",NA
0425045,"Fort Valley, AZ",NA
0421310,"East Fork, AZ",NA
0440415,"LeChee, AZ",NA
0428195,"Golden Valley, AZ",NA
0432310,"Heber-Overgaard, AZ",NA
0483570,"Willow Valley, AZ",NA
0407915,"Bryce, AZ",NA
0468220,"Sonoita, AZ",NA
0426070,"Gadsden, AZ",NA
0475940,"Tubac, AZ",NA
0424895,"Fort Mohave, AZ",NA
0449360,"New River, AZ",NA
0485260,"York, AZ",NA
0426210,"Ganado, AZ",NA
0483960,"Winslow West, AZ",NA
0449270,"New Kingman-Butler, AZ",NA
0410320,"Carrizo, AZ",NA
0470320,"Sun City, AZ",NA
0403530,"Arizona City, AZ",NA
0471642,"Sweet Water Village, AZ",NA
0411230,"Catalina Foothills, AZ",NA
0449010,"Nazlini, AZ",NA
0475660,"Tsaile, AZ",NA
0461715,"Sacate Village, AZ",NA
0478540,"Vail, AZ",NA
0438655,"Komatke, AZ",NA
0455300,"Picture Rocks, AZ",NA
0479940,"Vicksburg, AZ",NA
0453210,"Parker Strip, AZ",NA
0413960,"Claypool, AZ",NA
0465400,"Sehili, AZ",NA
0433980,"Houck, AZ",NA
0431182,"Hard Rock, AZ",NA
0427540,"Gisela, AZ",NA
0410670,"Casas Adobes, AZ",NA
0439100,"Kykotsmovi Village, AZ",NA
0463610,"San Miguel, AZ",NA
0424950,"Fort Thomas, AZ",NA
0436780,"Kaka, AZ",NA
0436150,"Jeddito, AZ",NA
0461940,"Saddlebrooke, AZ",NA
0453910,"Peeples Valley, AZ",NA
0482156,"Whetstone, AZ",NA
0426780,"Geronimo Estates, AZ",NA
0466260,"Shonto, AZ",NA
0420680,"Dudleyville, AZ",NA
0470040,"Strawberry, AZ",NA
0429710,"Green Valley, AZ",NA
0482530,"Whiteriver, AZ",NA
0462420,"St. Michaels, AZ",NA
0482950,"Wilhoit, AZ",NA
0453560,"Paulden, AZ",NA
0449710,"Nolic, AZ",NA
0421800,"Ehrenberg, AZ",NA
0447610,"Morenci, AZ",NA
0480095,"Village of Oak Creek (Big Park), AZ",NA
0436475,"Kachina Village, AZ",NA
0461720,"Sacaton, AZ",NA
0471650,"Swift Trail Junction, AZ",NA
0451142,"Oljato-Monument Valley, AZ",NA
0429430,"Greasewood, AZ",NA
0421410,"East Globe, AZ",NA
0459550,"Red Mesa, AZ",NA
0440400,"Lazy Y U, AZ",NA
0436500,"Kaibab, AZ",NA
0444200,"Many Farms, AZ",NA
0482670,"Why, AZ",NA
0462280,"St. David, AZ",NA
0436640,"Kaibito, AZ",NA
0421545,"East Verde Estates, AZ",NA
0407025,"Bluewater, AZ",NA
0477415,"Turkey Creek, AZ",NA
0413470,"Cibola, AZ",NA
0424460,"Fort Defiance, AZ",NA
0478760,"Valencia West, AZ",NA
0478400,"Utting, AZ",NA
0477367,"Tumacacori-Carmen, AZ",NA
0480825,"Walnut Creek, AZ",NA
0442660,"Lukachukai, AZ",NA
0410040,"Canyon Day, AZ",NA
0480430,"Wahak Hotrontk, AZ",NA
0483790,"Winkelman, AZ",351
0473420,"Thatcher, AZ",5200
0425735,"Freedom Acres, AZ",NA
0465280,"Second Mesa, AZ",NA
0439720,"Lake Montezuma, AZ",NA
0472000,"Tanque Verde, AZ",NA
0428190,"Golden Shores, AZ",NA
0451180,"Oracle, AZ",NA
0462910,"San Carlos, AZ",NA
0402830,"Apache Junction, AZ",42571
0411300,"Cave Creek, AZ",5838
0427050,"Gila Bend, AZ",2100
0452930,"Paradise Valley, AZ",14637
0485400,"Youngtown, AZ",6859
0433280,"Holbrook, AZ",5084
0455980,"Pinetop-Lakeside, AZ",4469
0462140,"Sahuarita, AZ",31421
0444410,"Maricopa, AZ",52127
0416410,"Cottonwood, AZ",12253
0410460,"Casa Blanca, AZ",NA
0463960,"Santa Cruz, AZ",NA
0478855,"Valle, AZ",NA
0450000,"North Fork, AZ",NA
0455840,"Pinedale, AZ",NA
0439790,"Lake of the Woods, AZ",NA
0482450,"White Mountain Lake, AZ",NA
0436430,"Joseph City, AZ",NA
0415150,"Concho, AZ",NA
0416360,"Cottonwood, AZ",NA
0429850,"Greer, AZ",NA
0442940,"Lupton, AZ",NA
0479870,"Vernon, AZ",NA
0482390,"Whitecone, AZ",NA
0442590,"Low Mountain, AZ",NA
0458620,"Rainbow City, AZ",NA
0419740,"Doney Park, AZ",NA
0417460,"Crozier, AZ",NA
0464210,"San Tan Valley, AZ",NA
0407590,"Brenda, AZ",NA
0413540,"Cienega Springs, AZ",NA
0401170,"Alamo Lake, AZ",NA
0481480,"Wellton, AZ",3044
0408220,"Bullhead City, AZ",40884
0449640,"Nogales, AZ",20103
0427400,"Gilbert, AZ",254114
0408920,"Cactus Flats, AZ",NA
0417810,"Cutter, AZ",NA
0455630,"Pinal, AZ",NA
0459760,"Red Rock, AZ",NA
0455210,"Picacho, AZ",NA
0416830,"Cowlic, AZ",NA
0474680,"Topawa, AZ",NA
0443920,"Maish Vaya, AZ",NA
0438950,"Ko Vaya, AZ",NA
0484140,"Wittmann, AZ",NA
0402430,"Anthem, AZ",NA
0434700,"Hunter Creek, AZ",NA
0461300,"Roosevelt, AZ",NA
0418448,"Deer Creek, AZ",NA
0415600,"Copper Hill, AZ",NA
0460770,"Rock House, AZ",NA
0430840,"Haigler Creek, AZ",NA
0408710,"Bylas, AZ",NA
0460120,"Rincon Valley, AZ",NA
0411500,"Centennial Park, AZ",NA
0412910,"Chloride, AZ",NA
0413850,"Clacks Canyon, AZ",NA
0403320,"Arivaca, AZ",NA
0482425,"White Hills, AZ",NA
0430850,"Haivana Nakya, AZ",NA
0455575,"Pimaco Two, AZ",NA
0475590,"Truxton, AZ",NA
0443150,"McConnico, AZ",NA
0455845,"Pine Lake, AZ",NA
0455983,"Pinion Pines, AZ",NA
0464650,"Scenic, AZ",NA
0405490,"Beaver Dam, AZ",NA
0447190,"Moccasin, AZ",NA
0436920,"Katherine, AZ",NA
0482880,"Wikieup, AZ",NA
0428985,"Grand Canyon West, AZ",NA
0411370,"Cedar Creek, AZ",NA
0467295,"Six Shooter Canyon, AZ",NA
0407380,"Bowie, AZ",NA
0443570,"McNeal, AZ",NA
0452230,"Palominas, AZ",NA
0446070,"Mescal, AZ",NA
0405495,"Beaver Valley, AZ",NA
0423955,"Flowing Springs, AZ",NA
0401560,"Ali Chuk, AZ",NA
0447750,"Morristown, AZ",NA
0446005,"Mesa del Caballo, AZ",NA
0481175,"Washington Park, AZ",NA
0482120,"Wheatfields, AZ",NA
0461448,"Round Valley, AZ",NA
0471300,"Superior, AZ",3178
0477490,"Tusayan, AZ",580
0437620,"Kingman, AZ",31013
0415500,"Coolidge, AZ",13130
0425300,"Fountain Hills, AZ",25200
0423512,"First Mesa, AZ",NA
0447820,"Mountainaire, AZ",NA
0455560,"Pima, AZ",2558
0413400,"Cibecue, AZ",NA
0453490,"Patagonia, AZ",874
0444830,"Martinez Lake, AZ",NA
0416030,"Corona de Tucson, AZ",NA
0440630,"Leupp, AZ",NA
0419145,"Dewey-Humboldt, AZ",4137
0419630,"Dolan Springs, AZ",NA
0423960,"Flowing Wells, AZ",NA
0472560,"Teec Nos Pos, AZ",NA
0413890,"Clarkdale, AZ",4391
0407940,"Buckeye, AZ",79620
0430830,"Hackberry, AZ",NA
0421980,"Elephant Head, AZ",NA
0428981,"Grand Canyon Village, AZ",NA
0408535,"Burnside, AZ",NA
0474470,"Tonalea, AZ",NA
0420750,"Duncan, AZ",788
0415765,"Cordes Lakes, AZ",NA
0473000,"Tempe, AZ",195805
0443430,"McNary, AZ",NA
0412770,"Chinle, AZ",NA
0418580,"Dennehotso, AZ",NA
0454190,"Peridot, AZ",NA
0420540,"Drexel Heights, AZ",NA
0405970,"Beyerville, AZ",NA
0469872,"Stotonic Village, AZ",NA
0462362,"St. Johns, AZ",NA
0405770,"Benson, AZ",4880
0435310,"Indian Wells, AZ",NA
0451600,"Oro Valley, AZ",46044
0437130,"Keams Canyon, AZ",NA
0409340,"Cameron, AZ",NA
0473700,"Three Points, AZ",NA
0474820,"Top-of-the-World, AZ",NA
0465420,"Seligman, AZ",NA
0445285,"Meadview, AZ",NA
0469585,"Steamboat, AZ",NA
0418160,"Dateland, AZ",NA
0463540,"San Manuel, AZ",NA
0483930,"Winslow, AZ",9338
0441470,"Littlefield, AZ",NA
0428465,"Goodyear Village, AZ",NA
0460180,"Rio Rico, AZ",NA
0477035,"Tucson Estates, AZ",NA
0485330,"Young, AZ",NA
0480380,"Wagon Wheel, AZ",NA
0438600,"Kohls Ranch, AZ",NA
0425030,"Fortuna Foothills, AZ",NA
0468990,"Springerville, AZ",1978
0436010,"Jakes Corner, AZ",NA
0421900,"El Capitan, AZ",NA
0466845,"Sierra Vista Southeast, AZ",NA
0400870,"Ajo, AZ",NA
0412630,"Chilchinbito, AZ",NA
0464590,"Sawmill, AZ",NA
0470240,"Summit, AZ",NA
0484350,"Woodruff, AZ",NA
0428140,"Gold Canyon, AZ",NA
0461440,"Round Rock, AZ",NA
0406470,"Bitter Springs, AZ",NA
0404930,"Aztec, AZ",NA
0433440,"Hondah, AZ",NA
0409900,"Cane Beds, AZ",NA
0404440,"Ash Fork, AZ",NA
0445180,"Mayer, AZ",NA
0444450,"Maricopa Colony, AZ",NA
0453770,"Peach Springs, AZ",NA
0430550,"Gu Oidak, AZ",NA
0469060,"Spring Valley, AZ",NA
0413140,"Christopher Creek, AZ",NA
0461800,"Sacaton Flats Village, AZ",NA
0470355,"Sun City West, AZ",NA
0470460,"Sunizona, AZ",NA
0451775,"Oxbow Estates, AZ",NA
0402270,"Anegam, AZ",NA
0434980,"Icehouse Canyon, AZ",NA
0463260,"San Jose, AZ",NA
0424250,"Fort Apache, AZ",NA
0476010,"Tuba City, AZ",NA
0483720,"Window Rock, AZ",NA
0415920,"Cornville, AZ",NA
0474610,"Tonto Basin, AZ",NA
0409580,"Campo Bonito, AZ",NA
0450480,"Oak Springs, AZ",NA
0402410,"Antares, AZ",NA
0471160,"Sun Valley, AZ",NA
0572230,"Wabbaseka, AR",218
0524550,"Fort Smith, AR",87891
0500700,"Alicia, AR",128
0568660,"Taylor, AR",567
0563980,"Shirley, AR",275
0520830,"Edmondson, AR",391
0525180,"Friendship, AR",190
0531900,"Hickory Ridge, AR",241
0527790,"Grady, AR",391
0505320,"Bentonville, AR",54909
0527010,"Gillham, AR",157
0534090,"Huttig, AR",528
0553240,"Pangburn, AR",579
0504720,"Beedeville, AR",97
0539460,"Leslie, AR",415
0539640,"Lewisville, AR",1114
0574930,"Whelen Springs, AR",85
0556480,"Plumerville, AR",772
0549820,"Nimmons, AR",64
0546670,"Montrose, AR",304
0567550,"Success, AR",133
0503940,"Bassett, AR",159
0513570,"Chester, AR",157
0542410,"McCaskill, AR",97
0560410,"Rogers, AR",68669
0557080,"Poyen, AR",282
0543880,"Mansfield, AR",1096
0536310,"Keiser, AR",676
0576820,"Wooster, AR",1113
0524670,"Fountain Hill, AR",158
0501540,"Antoine, AR",108
0514950,"Colt, AR",329
0553900,"Patmos, AR",60
0543070,"McNab, AR",66
0576010,"Winchester, AR",159
0575740,"Williford, AR",80
0508260,"Bradford, AR",736
0558160,"Ratcliff, AR",183
0526440,"Georgetown, AR",132
0526800,"Gilbert, AR",26
0506040,"Biggers, AR",339
0574000,"Weldon, AR",68
0522450,"Everton, AR",135
0577600,"Zinc, AR",101
0505260,"Ben Lomond, AR",142
0541090,"Lockesburg, AR",724
0551500,"O'Kean, AR",197
0558280,"Ravenden Springs, AR",121
0559180,"Reyno, AR",451
0536430,"Kensett, AR",1617
0560770,"Rose Bud, AR",488
0515550,"Cotton Plant, AR",574
0571510,"Vandervoort, AR",86
0526980,"Gillett, AR",680
0524010,"Flippin, AR",1322
0505920,"Bigelow, AR",345
0533490,"Houston, AR",175
0517140,"Daisy, AR",110
0518640,"De Valls Bluff, AR",555
0570760,"Ulm, AR",155
0566080,"Springdale, AR",81125
0566200,"Springtown, AR",97
0501270,"Amagon, AR",90
0503430,"Banks, AR",116
0530520,"Hartman, AR",556
0532470,"Hindsville, AR",65
0574330,"Western Grove, AR",361
0510780,"Cammack Village, AR",719
0508290,"Bradley, AR",527
0506700,"Black Rock, AR",602
0551350,"Ogden, AR",155
0576250,"Winthrop, AR",180
0501360,"Amity, AR",685
0551530,"Okolona, AR",137
0562960,"Scranton, AR",230
0528720,"Greenway, AR",189
0556600,"Pollard, AR",203
0515100,"Concord, AR",233
0530310,"Harrell, AR",248
0536550,"Keo, AR",251
0550030,"Norman, AR",362
0541450,"Lonsdale, AR",101
0521580,"Emerson, AR",343
0543100,"McNeil, AR",470
0570220,"Tull, AR",462
0507540,"Bonanza, AR",564
0545500,"Midland, AR",323
0507030,"Blevins, AR",301
0521610,"Emmet, AR",461
0573370,"Washington, AR",168
0506610,"Black Oak, AR",264
0520920,"Egypt, AR",109
0564280,"Sidney, AR",189
0510600,"Calion, AR",445
0567370,"Strong, AR",504
0569830,"Traskwood, AR",548
0562900,"Scott, AR",NA
0546040,"Mineral Springs, AR",1148
0569500,"Tollette, AR",250
0512280,"Cave City, AR",1927
0551410,"Oil Trough, AR",274
0511830,"Carthage, AR",295
0555970,"Plainview, AR",579
0517290,"Damascus, AR",383
0548020,"Mount Vernon, AR",149
0519450,"Donaldson, AR",300
0569350,"Tinsman, AR",44
0574840,"Wheatley, AR",298
0545530,"Midway, AR",NA
0561940,"St. Charles, AR",212
0510480,"Cale, AR",69
0533400,"Hot Springs, AR",38797
0520950,"Elaine, AR",499
0529650,"Hampton, AR",1258
0533310,"Horatio, AR",1030
0520200,"Dyer, AR",902
0550450,"North Little Rock, AR",65903
0504960,"Belleville, AR",418
0568330,"Sweet Home, AR",NA
0560590,"Rondo, AR",166
0510450,"Caldwell, AR",456
0533760,"Hughes, AR",1216
0553150,"Palestine, AR",576
0539670,"Lexa, AR",238
0513540,"Cherry Valley, AR",583
0501457,"Anthonyville, AR",147
0515940,"Crawfordsville, AR",456
0527040,"Gilmore, AR",246
0501990,"Arkansas City, AR",315
0546190,"Mitchellville, AR",339
0576190,"Winslow, AR",424
0506340,"Birdsong, AR",42
0520230,"Dyess, AR",363
0544150,"Marie, AR",71
0570700,"Tyronza, AR",721
0522180,"Eudora, AR",1903
0557050,"Powhatan, AR",63
0529500,"Hamburg, AR",2603
0550810,"Oak Grove, AR",395
0562030,"St. Joe, AR",125
0551560,"Ola, AR",1209
0558580,"Redfield, AR",1514
0572140,"Viola, AR",357
0504420,"Bearden, AR",858
0507450,"Bodcaw, AR",128
0558880,"Reed, AR",147
0561970,"St. Francis, AR",228
0569050,"Thornton, AR",383
0554680,"Perrytown, AR",259
0575890,"Wilmot, AR",492
0562060,"St. Paul, AR",113
0541000,"Little Rock, AR",197312
0513420,"Cherokee City, AR",NA
0514050,"Clarkedale, AR",360
0569230,"Tillar, AR",212
0561640,"Russell, AR",217
0535140,"Jericho, AR",104
0524250,"Foreman, AR",926
0530880,"Haynes, AR",125
0505290,"Benton, AR",36820
0525060,"Fredonia (Biscoe), AR",349
0543370,"Magness, AR",211
0549070,"New Blaine, AR",NA
0515190,"Conway, AR",67638
0547030,"Morrison Bluff, AR",78
0533910,"Hunter, AR",93
0537300,"Knoxville, AR",756
0575570,"Wiederkehr Village, AR",46
0535650,"Joiner, AR",500
0528360,"Gravette, AR",3516
0507630,"Bono, AR",2484
0548200,"Mulberry, AR",1692
0520320,"Earle, AR",2179
0544210,"Marked Tree, AR",2420
0530640,"Haskell, AR",4605
0530460,"Harrison, AR",13080
0529230,"Guy, AR",788
0542770,"McGehee, AR",3683
0549580,"Newport, AR",7474
0562240,"Salesville, AR",460
0520440,"East Camden, AR",818
0553600,"Parkin, AR",990
0565630,"Southside, AR",3989
0544120,"Marianna, AR",3402
0563800,"Sherwood, AR",31436
0575770,"Willisville, AR",141
0501210,"Altus, AR",729
0563740,"Sherrill, AR",73
0553510,"Parkdale, AR",252
0532800,"Holly Grove, AR",528
0503280,"Bald Knob, AR",2868
0545080,"Melbourne, AR",1868
0504030,"Batesville, AR",10878
0577090,"Wynne, AR",7749
0539040,"Lead Hill, AR",265
0567760,"Sulphur Springs, AR",529
0552160,"Omaha, AR",173
0553480,"Paris, AR",3365
0523800,"Fisher, AR",213
0529920,"Hardy, AR",765
0512190,"Caulksville, AR",209
0575560,"Widener, AR",246
0508440,"Branch, AR",341
0522240,"Eureka Springs, AR",2106
0544300,"Marshall, AR",1336
0571900,"Victoria, AR",32
0529020,"Grubbs, AR",353
0507720,"Booneville, AR",3785
0527970,"Grannis, AR",574
0507270,"Bluff City, AR",116
0552970,"Ozark, AR",3595
0513990,"Clarendon, AR",1361
0552940,"Ozan, AR",81
0513750,"Chidester, AR",260
0502680,"Aubrey, AR",138
0547690,"Mount Ida, AR",1005
0530400,"Harrisburg, AR",2309
0561670,"Russellville, AR",29175
0510570,"Calico Rock, AR",1746
0504180,"Bay, AR",1821
0545560,"Midway, AR",391
0546910,"Moro, AR",178
0522360,"Evening Shade, AR",444
0525780,"Garland, AR",236
0568060,"Sunset, AR",190
